tipologia;autore_saggio;precisazione_ autore;titolo_saggio;autore_curatore_volume;precisazione_curatore;titolo_volume;luogo;editore;anno;volumi;rivista;annata;fascicolo;pagine
articolo in volume miscellaneo;Novarese, Daniela;;Strutture universitarie e mobilità studentesca nella Sicilia dell’età moderna ;Romano, Andrea;a cura di;Università in Europa. Le istituzioni universitarie dal Medio Evo ai nostri giorni. Strutture, organizzazione, funzionamento. Atti del convegno internazionale (Milazzo, 28 settembre-2 ottobre 1993);Soveria Mannelli;Rubettino;1995;;;;;327-346
articolo in volume miscellaneo;Petti Balbi, Giovanna ;;Felix Studium viguit: l’organizzazione degli studenti e dei dottori a Parma nel Quattrocento;Romano, Andrea;a cura di;Università in Europa. Le istituzioni universitarie dal Medio Evo ai nostri giorni. Strutture, organizzazione, funzionamento. Atti del convegno internazionale (Milazzo, 28 settembre-2 ottobre 1993);Soveria Mannelli;Rubettino;1995;;;;;37-50
articolo in volume miscellaneo;Porciani, Ilaria;;L’eccezione e la regola: l’Università italiana dell’Ottocento tra norma scritta e prassi quotidiana;Romano, Andrea;a cura di;Università in Europa. Le istituzioni universitarie dal Medio Evo ai nostri giorni. Strutture, organizzazione, funzionamento. Atti del convegno internazionale (Milazzo, 28 settembre-2 ottobre 1993);Soveria Mannelli;Rubettino;1995;;;;;625-635
articolo in volume miscellaneo;Tramontana, Salvatore;;Però, queste Università degli Studi;Romano, Andrea;a cura di;Università in Europa. Le istituzioni universitarie dal Medio Evo ai nostri giorni. Strutture, organizzazione, funzionamento. Atti del convegno internazionale (Milazzo, 28 settembre-2 ottobre 1993);Soveria Mannelli;Rubettino;1995;;;;;9-16
articolo in volume miscellaneo;Brizzi, Gian Paolo;;Le Università minori in Italia in età moderna;Romano, Andrea;a cura di;Università in Europa. Le istituzioni universitarie dal Medio Evo ai nostri giorni. Strutture, organizzazione, funzionamento. Atti del convegno internazionale (Milazzo, 28 settembre-2 ottobre 1993);Soveria Mannelli;Rubettino;1995;;;;;287-296
articolo in volume miscellaneo;Ascheri, Mario;;Città e Università a Siena: il presente in prospettiva storica;Romano, Andrea;a cura di;Università in Europa. Le istituzioni universitarie dal Medio Evo ai nostri giorni. Strutture, organizzazione, funzionamento. Atti del convegno internazionale (Milazzo, 28 settembre-2 ottobre 1993);Soveria Mannelli;Rubettino;1995;;;;;115-127
articolo in volume miscellaneo;Belloni, Annalisa;;L'insegnamento giuridico in Italia e in Francia nei primi decenni del Cinquecento e l'emigrazione di Andrea Alciato;Romano, Andrea;a cura di;Università in Europa. Le istituzioni universitarie dal Medio Evo ai nostri giorni. Strutture, organizzazione, funzionamento. Atti del convegno internazionale (Milazzo, 28 settembre-2 ottobre 1993);Soveria Mannelli;Rubettino;1995;;;;;137-158
articolo in volume miscellaneo;Minnucci, Giovanni;;Il conferimento dei titoli accademici nello Studio di Siena fra XV e XVI secolo. Modalità dell'esame di laurea e provenienza studentesca;Romano, Andrea;a cura di;Università in Europa. Le istituzioni universitarie dal Medio Evo ai nostri giorni. Strutture, organizzazione, funzionamento. Atti del convegno internazionale (Milazzo, 28 settembre-2 ottobre 1993);Soveria Mannelli;Rubettino;1995;;;;;213-226
poligrafia;;;;Romano, Andrea;a cura di;Università in Europa. Le istituzioni universitarie dal Medio Evo ai nostri giorni. Strutture, organizzazione, funzionamento. Atti del convegno internazionale (Milazzo, 28 settembre-2 ottobre 1993);Soveria Mannelli;Rubettino;1995;;;;;748
monografia;;;;Alvazzi del Frate, Paolo;;"Università napoleoniche negli ""Stati romani"". Il Rapport di Giovanni Ferri de Saint-Constant sull'istruzione pubblica (1812)";Roma;Viella;1995;;;;;263
articolo in volume miscellaneo;Blanco, Luigi;;Università e biblioteche in Italia: un profilo storico;Taiani, Rodolfo;a cura di;Università: quale biblioteca? Atti del Seminario-dibattito, Trento, 25 marzo 1994;Trento;Università degli Studi di Trento;1995;;;;;17-46
articolo in volume miscellaneo;Brizzi, Gian Paolo;;The University Colleges of Bologna and the Hungaro-Illiryam College;Szögi, Làszlò - Varga, Júlia;a cura di;Universitas Budensis, 1395-1995. International Conference for the History of Universities on the Occasion of the 600th Anniversary of the Foundation of the University of Buda;Budapest;Eötvös Loránd Tudományegyetem Levéltára;1997;;;;;143-150
poligrafia;;;;Szögi, Làszlò - Varga, Júlia;eds.;Universitas Budensis, 1395-1995. International Conference for the History of Universities on the Occasion of the 600th Anniversary of the Foundation of the University of Buda;Budapest;Eötvös Loránd Tudományegyetem Levéltára;1997;;;;;512
poligrafia;;;;Barotti, Carlo - Zanetel, Rosaria;a cura di;Universitas Patavina stories. La vita dell'Università di Padova raccontata da studenti ed ex studenti;Padova;Libreria Draghi;1997;;;;;269
poligrafia;;;;;;Universitates e Università. Atti del convegno, Bologna, 16-21 novembre 1987;Bologna;Bologna University Press;1995;;;;;348
monografia;;;;Maierù, Alfonso;;University Training in Medieval Europe;Leiden etc.;Brill;1994;;;;;188
monografia;;;;Soetermeer, Frank;;Utrumque ius in peciis. Aspetti della produzione libraria a Bologna fra Due e Trecento;Milano;Giuffrè;1997;;;;;433
articolo in volume miscellaneo;Roero, Clara Silvia;;Hermann promoter of the Leibnizian calculus in Italy;;;VI Intern. Leibniz-Kongress, Vorträge, vol. I;Hannover;Leibniz Gesellschaft;1994;;;;;641-648
monografia;;;;Roversi, Giancarlo;;Viaggiatori stranieri a Bologna. Impressioni d'Autore dal '500 al '900;Bologna;L'inchiostroblu;1994;;;;;281
monografia;;;;Bonoli, Fabrizio;;Vincenzo Coronelli e il globo terrestre Giovanni Enriques presso il Museo della Specola di Bologna;Bologna;Zanichelli;1993;;;;;107
monografia;;;;Nada Patrone, Anna Maria;;Vivere nella scuola. Insegnare e apprendere nel Piemonte del tardo medioevo;Torino - Cavallermaggiore;Paravia - Gribaudo;1996;;;;;240
articolo in volume miscellaneo;Esposito, Anna;;I collegi universitari di Roma: progetti e realizzazioni tra XIV e XV secolo;Weijers, Olga;a cura di;Vocabulaire des collèges universitaires (XIIIe-XVIe siècles). Actes du colloque, Leuven 9-11 avril 1992;Turnhout;Brepols;1993;;;;;80-89
monografia;;;;Bobou-Stamati, Vassiliki;;Τα καταστατικά του Σωματείου (Nazione) των Ελλήνων φοιτητών του Πανεπιστημίου της Πάδοβας (17ος-18ος αι.). Trad.: Gli Statuti della nazione degli studenti greci dell’Università di Padova, sec. XVII-XVIII;Atene;Κέντρο Νεοελληνικών Ερευνών Ε.Ι.Ε (Kentro Neoellenikön Ereunön E.I.E.);1995;;;;;212
articolo in rivista;Piergiovanni, Vito;;Cultura accademica e società civile alle origini dell' Ateneo genovese;;;;;;1995;;«Annuario dell'Università di Genova»;1994-1995;;5-11
articolo in rivista;Trombetta, Vincenzo;;La Biblioteca Oratoriana di Napoli tra rinnovamento murattiano e restaurazione borbonica (1809-1815);;;;;;1993;;«Accademie e biblioteche d’Italia»;61;3;46-62
articolo in rivista;Trombetta, Vincenzo;;La Libraria di S. Angelo a Nido. Dalla fondazione dei Brancaccio alla Repubblica napoletana del 1799;;;;;;1994;;«Accademie e biblioteche d’Italia»;62;3-4;11-43
articolo in rivista;Sitran Rea, Luciana;;Studenti istriani all'Università di Padova nella prima metà del Settecento;;;;;;1997;;«Acta Histriae»;5;;157-182
articolo in rivista;Albera, Marco;;I goliardi di 100 anni fa;;;;;;1994;;«Almanacco piemontese»;26;;113-123
articolo in rivista;Negruzzo, Simona;;Gli Agostiniani e l’Università nella Pavia del XVI secolo;;;;;;1996;;«Analecta Augustiniana»;59;;227-234
articolo in rivista;Gnolfo, Giovanni;;"Arcangelo Garino TOR, fondatore della ""Accademia dei Concili"" a Roma nel 1670";;;;;;1996;;«Analecta Tertii ordinis regularis Sancti Francisci»;27;;564-576
articolo in rivista;Pepe, Luigi;;Giovanni Scopoli e la pubblica istruzione nel Regno d’Italia;;;;;;1995;;«Annali dell’Istituto storico italo-germanico in Trento»;21;;411-433
articolo in rivista;Schubring, Gert;;The Impact of the Napoleonic structural reforms of the educational system in Europe;;;;;;1995;;«Annali dell’Istituto storico italo-germanico in Trento»;21;;435-443
articolo in rivista;Blanco, Luigi;;"Il viaggio di un funzionario. L’itinerario ""germanico"" di Giovanni Scopoli";;;;;;1995;;«Annali dell’Istituto storico italo-germanico in Trento»;21;;445-468
articolo in rivista;Scopoli, Giovanni Antonio;;Relazione di Giovanni Scopoli;;;;;;1995;;«Annali dell’Istituto storico italo-germanico in Trento»;21;;469-587
articolo in rivista;Vallerani, Massimo;;La città e le sue istituzioni. Ceti dirigenti, oligarchia e politica nella medievistica italiana del Novecento;;;;;;1994;;«Annali dell’Istituto storico italo-germanico in Trento»;20;;165-230
articolo in rivista;Brambilla, Elena;;"Università, scuole e professioni in Italia dal primo '700 alla Restaurazione. Dalla ""costituzione per ordini"" alle borghesie ottocentesche";;;;;;1997;;«Annali dell’Istituto storico italo-germanico in Trento»;23;;153-208
articolo in rivista;Mazohl-Wallnig, Brigitte;;L'organizzazione della scienza storica in Austria all'interno e all'esterno delle università;;;;;;1993;;«Annali dell’Istituto storico italo-germanico in Trento»;19;;697-740
articolo in rivista;Dröscher, Ariane;;Die Auslandsstipendien der italienischen Regierung (1861-1894);;;;;;1992;;«Annali dell’Istituto storico italo-germanico in Trento»;18;;545-572
articolo in rivista;Papagna, Elena;;Stato, baroni, università. Organizzazione e governo del territorio nella Murgia meridionale tra XVI e XVIII secolo;;;;;;1994-1995;;«Annali della Facoltà di Lettere e Filosofia. Università degli Studi di Bari»;37-38;;369-425
articolo in rivista;Bianchi, Paola;;L'Università di Torino dopo la chiusura, nella crisi dell'antico regime (1792-1798). Lo sfaldamento e la sopravvivenza dell'organizzazione didattica;;;;;;1993;;«Annali della Fondazione Luigi Einaudi»;27;;353-393
articolo in rivista;Bianchi, Paola;;Fra università e carriere pubbliche. Strategie nella nomina dei rettori dell'ateneo torinese (1721-1782);;;;;;1995;;«Annali della Fondazione Luigi Einaudi»;29;;287-389
articolo in rivista;Polenghi, Simonetta;;Spunti per una discussione sulla storiografia dell’università nell’Italia otto e novecentesca;;;;;;1996;;«Annali di storia dell’educazione e delle istituzioni scolastiche»;3;;323-330
articolo in rivista;Farinella, Calogero;;L’insegnamento e la disciplina nei collegi militari italiani: i casi di Torino e Verona ;;;;;;1996;;«Annali di storia dell’educazione e delle istituzioni scolastiche» ;3;;73-91
articolo in rivista;Moretti, Mauro - Porciani, Ilaria;;Il reclutamento accademico in Italia. Uno sguardo retrospettivo;;;;;;1997;;«Annali di storia delle università italiane»;1;;11-39
articolo in rivista;Kiene, Michael;;L'architettura del Collegio di Spagna e dell'Archiginnasio. Esame comparato dell'architettura universitaria bolognese con quella europea;;;;;;1997;;«Annali di storia delle università italiane»;1;;97-107
articolo in rivista;Cavazza, Marta;;"""Dottrici"" e lettrici dell'Università di Bologna nel Settecento";;;;;;1997;;«Annali di storia delle università italiane»;1;;109-126
articolo in rivista;Avellini, Luisa;;Le discipline letterarie nell'università postunitaria fra nazione e Europa: classicismo e comparatistica a Bologna 1860-1870;;;;;;1997;;«Annali di storia delle università italiane»;1;;127-147
articolo in rivista;Bresadola, Marco;;La biblioteca di Luigi Galvani;;;;;;1997;;«Annali di storia delle università italiane»;1;;167-197
articolo in rivista;S. Au.;;Le cere anatomiche di Clemente Susini all'Università di Cagliari;;;;;;1997;;«Annali di storia delle università italiane»;1;;201-202
articolo in rivista;Ghiara, Maria Rosaria;;Il Real Museo Mineralogico;;;;;;1997;;«Annali di storia delle università italiane»;1;;203-205
articolo in rivista;Trombetta, Vincenzo;;La Biblioteca Universitaria di Napoli. Lineamenti di un'istituzione culturale;;;;;;1997;;«Annali di storia delle università italiane»;1;;207-209
articolo in rivista;Buzzetti, Dino - Lambertini, Roberto - Tabarroni, Andrea;;Tradizione testuale e insegnamento nell'università di medicina e arti di Bologna dei secoli XIV e XV;;;;;;1997;;«Annali di storia delle università italiane»;1;;77-95
articolo in rivista;Frova, Carla;;Università italiane nel Medioevo: nuovi orientamenti per una periodizzazione;;;;;;1997;;«Annali di storia delle università italiane»;1;;213-218
articolo in rivista;Calcagno, Gian Carlo;;La Scuola per gli ingegneri dell'Università di Bologna tra Otto e Novecento;;;;;;1997;;«Annali di storia delle università italiane»;1;;149-163
articolo in rivista;Pini, Antonio Ivan;;Per una storia sociale dell' Università: i bidelli bolognesi nel XIII secolo;;;;;;1997;;«Annali di storia delle università italiane»;1;;43-75
articolo in rivista;Sottili, Agostino;;Lauree padovane (1451-1470) e pavesi (1450-1475);;;;;;1997;;«Annali di storia dell'educazione e delle istituzioni scolastiche»;4;;167-194
articolo in rivista;Sangalli, Maurizio;;Università, scuole private, collegi d'educazione, accademie a Padova tra Cinque e Seicento: alcuni spunti per una storia 'integrata' delle istituzioni scolastiche;;;;;;1996;;«Annali di storia dell'educazione e delle istituzioni scolastiche»;3;;93-118
articolo in rivista;Pazzagli, Rossano;;Agricoltura e comunicazione. Giornali, scuole e divulgazione agraria in Italia dopo l'Unità;;;;;;1997;;«Annali di storia dell'educazione e delle istituzioni scolastiche»;4;;251-264
articolo in rivista;Giovagnoli, Agostino;;Antonio Rosmini e la scienza del cuore;;;;;;1997;;«Annali di storia dell'educazione e delle istituzioni scolastiche»;4;;287-291
articolo in rivista;Prenna, Lino;;La pedagogia di Antonio Rosmini;;;;;;1997;;«Annali di storia dell'educazione e delle istituzioni scolastiche»;4;;293-296
articolo in rivista;Tasso, Luca;;Le Università minori in Europa (secoli XV-XIX);;;;;;1997;;«Annali di storia dell'educazione e delle istituzioni scolastiche»;4;;299-304
articolo in rivista;La Penna, Antonio;;I miei anni di scuola e università;;;;;;1998;;«Annali di storia dell'educazione e delle istituzioni scolastiche»;5;;261-278
articolo in rivista;Bocci, Maria;;Stato e democrazia. Un dibattito culturale nell'Università Cattolica al tramonto del regime;;;;;;1997;;«Annali di storia moderna e contemporanea»;3;;51-85
articolo in rivista;Malusà Sarchi, Lorenza;;Cinquant'anni di tesi di laurea di argomento pavese (1946-1996);;;;;;1996;;«Annali di storia pavese»;24;;49-80
articolo in rivista;Minnucci, Giovanni;;Una laurea senese in diritto canonico del 1389;;;;;;1995;;«Annuario dell’Istituto storico diocesano di Siena»;2;;151-160
articolo in rivista;Agrimi, Jole;;La ricezione della fisiognomica pseudoaristotelica nella Facoltà delle Arti;;;;;;1997;;«Archives d’histoire doctrinale et litteraire du Moyen Age»;64;;127-188
articolo in rivista;Ciancio, Luca;;"The Correspondence of a  ""virtuoso"" of the late Enlightenment: John Strange and the relationship between British and Italian Naturalists";;;;;;1995;;«Archives of Natural History»;22;1;119-129
articolo in rivista;Mattone, Antonello;;Franco Venturi e la Sardegna. Dall'insegnamento cagliaritano agli studi sul riformismo settecentesco;;;;;;1996;;«Archivio Sardo del movimento operaio, contadino e autonomistico»;47-49;;303-355
articolo in rivista;D'Addario, Arnaldo;;Per una storia della «Scuola» Archivistica Toscana;;;;;;1993;;«Archivio storico italiano»;151;556;347-447
articolo in rivista;Moscadelli, Stefano;;Teoria archivistica e informatica: qualche considerazione in merito ad un recente manuale;;;;;;1993;;«Archivio storico italiano»;151;556;527-543
articolo in rivista;Pissavino, Paolo Costantino;;Politica e accademie nella Lombardia spagnola tra Cinque e Seicento: il caso di Pavia;;;;;;1993;;«Archivio storico lombardo»;119;;71-105
articolo in rivista;Broggini, Romano;;Il centenario del Romanisches Seminar dell'Università di Zurigo e la Lombardia;;;;;;1994;;«Archivio storico lombardo»;120;;575-589
articolo in rivista;Negruzzo, Simona;;La formazione teologica e il sistema delle scuole nella Pavia spagnola;;;;;;1995;;«Archivio storico lombardo»;121;;49-101
articolo in rivista;Paoloni, Leonello ;;La scuola di chimica a Palermo: il decennio di Stanislao Cannizzaro, 1861-1871;;;;;;1993-1994;;«Archivio storico per la Sicilia orientale»;89-90;1-3;55-91
articolo in rivista;Trombetta, Vincenzo;;I regolamenti delle biblioteche napoletane (1571-1900);;;;;;1994;;«Archivio storico per le province napoletane»;112;;453-517
articolo in rivista;Trombetta, Vincenzo;;I regolamenti delle biblioteche napoletane (1571-1900). Appendice;;;;;;1995;;«Archivio storico per le province napoletane»;113;;459-525
